"AnnualRefresh","Area","CompanyAltName","CompanyName","Degree","EquitySchedule","Experience","ExperienceLevel","GreenCard","JobFunction","JobType","Level","OtherOffer","PositionType","PostTime","PostTitle","PostUser","PromotionPkg","RelocationFee","Satisfaction","Season","Source","SpiderTime","URL","Year","_type"
"-","Greater Boston Area","-","Amazon","硕士","大家都懂的","3-5年","在职跳槽","办","码农类General","全职","5","没有","IC (Individual Contributor 技术岗，不管人)","null","亚麻麻省SDEII包裹","jigujigu123","-","-","应该去","7-9月","猎头","1.538877040873E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=439698&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"","","","","","","","","","","","","","","null","软软Azure Compute包，老板是partner？","airforceplus","","","","","","1.53887704234E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=441194&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","","TrailItem"
"-","Greater Seattle Area","-","Facebook","硕士","还没仔细看","3个月-1年","fresh grad应届毕业生","-","码农类General","全职","-","其他offer和目前工资都比这个低很多，没得谈","IC (Individual Contributor 技术岗，不管人)","null","facebook new grad","AlexDWang","-","10k","毕竟满意，去","4-6月","内推","1.538877042983E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=430591&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Amazon","硕士","5/15/40/40","1-3年","在职跳槽","-","码农类General","全职","1","-","IC (Individual Contributor 技术岗，不管人)","null","亚麻SDE1","HelloWorldPrint","-","10k","-","7-9月","内推","1.538877043909E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=439146&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Amazon","硕士","5,15,40,40","3个月-1年","在职跳槽","第一天上班就办","MobileEng","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","啞痲 lab126 - software(android)","lukelin1135","-","-","考虑中","7-9月","猎头","1.538877044456E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=437670&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Microsoft","硕士","25% first 6 month, 25% every year later","3个月-1年","fresh grad应届毕业生","-","码农类General","全职","60","Citadel, 微软这个包的确打不过。。","IC (Individual Contributor 技术岗，不管人)","null","MSFT Intern Return Package + 感想","lordofone","-","暂时不清楚","不清楚","7-9月","实习ReturnOffer","1.538877044477E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=438162&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2019","TrailItem"
"","","","","","","","","","","","","","","null","Apple实习return满意包，附实习感受","悟空悟空","","","","","","1.538877044586E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=441174&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","","TrailItem"
"-","BayArea","-","Facebook","博士","by querter","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","4","nego","IC (Individual Contributor 技术岗，不管人)","null","fb E4 pkg","倒序浏览","-","-","去","7-9月","实习ReturnOffer","1.538877044888E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=440258&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","HUAWEI","-","硕士","None","<3个月短暂实习/全职","fresh grad应届毕业生","-","MachineLearningEng","合同工","-","还有一家startup的full-time offer，议价中","IC (Individual Contributor 技术岗，不管人)","null","国内大厂美国site contractor包","Shen.TT","-","-","-","7-9月","猎头","1.538877045459E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=439298&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Amazon","硕士","-","fresh grad 无实习/全职","fresh grad应届毕业生","-","码农类General","全职","1","-","IC (Individual Contributor 技术岗，不管人)","null","衙嘛包裹","yaoshenzh","-","10,000","已经接了offer","7-9月","网上海投","1.538877045977E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=439329&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater New York Area","-","GoldmanSachs","本科","N/A","<3个月短暂实习/全职","fresh grad应届毕业生","给办","码农类General","全职","-","N/A","IC (Individual Contributor 技术岗，不管人)","null","高盛Return Offer","lyt12345","-","N/A","Maybe not?","7-9月","实习ReturnOffer","1.538877046625E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=439811&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2019","TrailItem"
"105000","BayArea","-","Uber","硕士","25% 25% 25% 25%","5-10年","在职跳槽","-","码农类General","全职","1","-","IC (Individual Contributor 技术岗，不管人)","null","Uber 老年包 求鉴定","codershunshun","-","-","-","7-9月","内推","1.538877047137E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=440362&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater New York Area","-","Amazon","本科","5/15/40/50","3-5年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","亚麻纽约offer","倒序浏览","-","-","-","7-9月","猎头","1.538877047774E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=441321&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Microsoft","博士","5yrs","3-5年","在职跳槽","-","码农类General","全职","63","Amazon","IC (Individual Contributor 技术岗，不管人)","null","Microsoft 63 offer","gigiwaiwai","-","-","No","1-3月","内推","1.538877048688E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=405502&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Amazon","博士","5/15/40/40","fresh grad 无实习/全职","在职跳槽","入职90天","码农类General","全职","4","N/A","IC (Individual Contributor 技术岗，不管人)","null","Amazon SDEI 包裹","cpu2225","-","Full Service / 10000","已签","7-9月","网上海投","1.538877050652E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=441068&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater New York Area","Jet","-","硕士","25 25 25 25","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Jet return offer","daridk","-","-","-","7-9月","实习ReturnOffer","1.538877051425E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=441239&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Amazon","硕士","4 yrs","3个月-1年","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","amazon 10/31/2018入职 数据点 + timeline + 请教分组","Courtmouse","-","10k","yes","7-9月","网上海投","1.53887705152E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=438956&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Lyft","硕士","25-25-25-25","3-5年","在职跳槽","-","分析|数据科学类","全职","4","-","IC (Individual Contributor 技术岗，不管人)","null","分享个Lyft Financial DA 侮辱人包裹","zliu26","-","4000","不去","4-6月","猎头","1.538877051758E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=434432&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"110k","Greater Seattle Area","ddash, gg, oracle","Snapchat","硕士","25 x 4","1-3年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","SNAP L3标准包","co89757","-","-","pending","7-9月","猎头","1.538877053345E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=441419&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater New York Area","Audible","-","本科","1/3 3年完","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","有声书 return offer","Jayna17","-","[hide=120]15k[/hide]","-","7-9月","实习ReturnOffer","1.538877054041E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=441219&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Microsoft","硕士","25/25/25/25","5-10年","在职跳槽","-","码农类General","全职","61","-","IC (Individual Contributor 技术岗，不管人)","null","巨婴61","itgoujie2","-","13000 after tax","-","7-9月","猎头","1.538877054746E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=441031&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Twitter","硕士","25/25/25/25","1-3年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Twitter一言难尽包","倒序浏览","-","N/A","-","4-6月","内推","1.538877056782E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=432026&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","Infinera","-","博士","na","fresh grad 无实习/全职","fresh grad应届毕业生","-","电路/电子/半导体类","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Infinera","kevin5345179","-","10k","-","7-9月","网上海投","1.538877057042E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=441600&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Zillow","本科","25% 25% 25% 25%","5-10年","在职跳槽","-","码农类General","全职","-","microsoft","IC (Individual Contributor 技术岗，不管人)","null","贼喽","chenlijie","-","15k","-","4-6月","猎头","1.538877057646E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=427737&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Dropbox","硕士","25% 25% 25% 25%","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Dropbox offer","GiGi123","-","5k","maybe","10-12月","内推","1.538877057718E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=441391&extra=page%3D7%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"na","BayArea","-","Amazon","硕士","5/15/20/20/20/20","1-3年","在职跳槽","-","码农类General","全职","4","-","IC (Individual Contributor 技术岗，不管人)","null","亚麻普通包","TutsiFruitsi","na","na","犹豫","7-9月","猎头","1.53887705867E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=442544&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Yahoo","硕士","3 yrs","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","1","Shipt 130k+65k+10k, LeanTaaS 135k+15k, Nyansa 120k+5k+10k","IC (Individual Contributor 技术岗，不管人)","null","Oath new grad SDE","zhtpandog","-","20000","差不多","1-3月","校园招聘会","1.538877059411E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=367528&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Boston Area","-","Amazon","本科","5/15/40/40","fresh grad 无实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","亚麻return包","yuyangp","-","10k","-","7-9月","实习ReturnOffer","1.538877059678E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=443453&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater New York Area","-","Google","硕士","4 years, monthly","3个月-1年","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","狗return标准包","lifei9696","-","-","等别家","7-9月","实习ReturnOffer","1.538877059972E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=443746&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Linkedin","博士","na","3-5年","其他","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","找工作网老年包","canoee","-","-","-","7-9月","猎头","1.53887706191E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=439491&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Facebook","硕士","4 years","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","3","-","IC (Individual Contributor 技术岗，不管人)","null","FB return offer","whalecui","-","10k","已经接了","7-9月","实习ReturnOffer","1.538877061971E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=441380&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Amazon","硕士","亚麻通常schedule","1-3年","在职跳槽","-","码农类General","全职","4","-","IC (Individual Contributor 技术岗，不管人)","null","亚麻湾区aws ai SDE 1","attaboyheart","-","-","不去","7-9月","网上海投","1.538877062848E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=441483&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Southern California","Hulu","-","本科","1/3 1/3 13/","fresh grad 无实习/全职","fresh grad应届毕业生","-","码农类General","全职","2","-","IC (Individual Contributor 技术岗，不管人)","null","hulu new grad return","zackyang233","-","-","-","7-9月","实习ReturnOffer","1.538877063801E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=443021&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Southern California","Hulu","-","本科","70% vest 3年，30% 三年后按公司发展最多一次性给200%","3-5年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Hulu SR SWE LA包裹","lydia0824","-","-","-","7-9月","猎头","1.538877064427E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=441744&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Microsoft","硕士","入职时一次性给完，好吧这个似乎应该叫on hire stock。。。","3个月-1年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","来贡献个MS的新下限包","xiaohao2","-","10000","-","7-9月","猎头","1.538877064967E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=298787&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2017","TrailItem"
"-","Pittsburgh","Cerner","-","硕士","N/A","fresh grad 无实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","Amazon","IC (Individual Contributor 技术岗，不管人)","null","cerner new grad offer","yinyifan1991","-","2500","不去","7-9月","猎头","1.538877065079E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=442223&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Indeed","本科","第四年开始才有","3-5年","在职跳槽","不知道","码农类General","全职","-","Amazon, Appzen等3个","IC (Individual Contributor 技术岗，不管人)","null","的确公司Senior SDE无敌Lowball，已拒","ryuichist","-","没有","不去，HR态度很差，包裹太lowball","1-3月","猎头","1.538877065722E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=343403&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","美国其他地区","某传统制造业","-","硕士","N/A","1-3年","在职跳槽","-","分析|数据科学类","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","俄亥俄村里传统企业","chztony","-","-","已工作","4-6月","猎头","1.538877065798E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=283368&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2017","TrailItem"
"-","BayArea","-","Nvidia","硕士","25/25/25/25","1-3年","在职跳槽","First Day","工程类","全职","-","Currently company base salary is around 150000","IC (Individual Contributor 技术岗，不管人)","null","Nvidia 自动驾驶","kumamonQAQ","-","-","Not sure","7-9月","内推","1.538877066067E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=443276&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Microsoft","硕士","4","5-10年","在职跳槽","-","PM类","全职","64","FB,BCG","IC (Individual Contributor 技术岗，不管人)","null","MSFT BUSINESS PLANNING","myfabiano11","-","N/A","-","1-3月","内推","1.53887706608E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=437200&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater New York Area","Oscar health","-","硕士","母鸡","<3个月短暂实习/全职","fresh grad应届毕业生","还不清楚。大概第一年之后可以","码农类General","全职","","-","-","null","Oscar health new grad","喜马拉雅疯子","-","-","打算去，","1-3月","内推","1.53887706626E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=228398&extra=page%3D5%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2017","TrailItem"
"-","Greater Seattle Area","-","Oracle","硕士","四年",">15年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Oracle IC4 包裹","hallelujah","-","-","-","7-9月","猎头","1.538877067229E12","http://www.1point3acres.com/bbs/thread-439339-1-1.html","2018","TrailItem"
"-","BayArea","-","VMWare","硕士","25% / year","3-5年","在职跳槽","?","FrontEndEng","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","VMware Senior MTS 包","aoisama","-","15000","已經在上班","4-6月","猎头","1.53887706794E12","http://www.1point3acres.com/bbs/thread-439379-1-1.html","2018","TrailItem"
"-","Greater Seattle Area","-","Facebook","博士","25/25/25/25","1-3年","在职跳槽","-","MachineLearningEng","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","脸E4 mle","pippinn","-","-","考虑中","4-6月","猎头","1.538877070281E12","http://www.1point3acres.com/bbs/thread-428777-1-1.html","2018","TrailItem"
"-","BayArea","-","Google","硕士","1/48 ……","11-15年","在职跳槽","-","码农类General","全职","5","-","Manager","null","狗家T5 EM offer","explore","-","-","电话里直接拒了","7-9月","猎头","1.538877070404E12","http://www.1point3acres.com/bbs/thread-439346-1-1.html","2018","TrailItem"
"not sure","BayArea","-","Apple","硕士","every 6 months","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","3","无","IC (Individual Contributor 技术岗，不管人)","null","16年实习return offer","woshilxd912","-","-","去了","7-9月","实习ReturnOffer","1.538877070421E12","http://www.1point3acres.com/bbs/thread-437310-1-1.html","2016","TrailItem"
"-","Greater Seattle Area","-","Microsoft","硕士","4year","1-3年","在职跳槽","-","码农类General","全职","-","facebook","IC (Individual Contributor 技术岗，不管人)","null","微软社招","海中的荆棘鸟","-","-","不知道啊","4-6月","内推","1.538877070558E12","http://www.1point3acres.com/bbs/thread-389676-1-1.html","2018","TrailItem"
"-","BayArea","-","Google","硕士","25/25/25/25","fresh grad 无实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Google new grad 标准包","lyt-09","-","-","去了","1-3月","内推","1.538877070742E12","http://www.1point3acres.com/bbs/thread-319147-1-1.html","2018","TrailItem"
"-","Greater Seattle Area","-","Microsoft","硕士","5yrs","1-3年","在职跳槽","-","码农类General","全职","","-","-","null","MS社招标准lowball包","shiningdong","-","12k","不去，已拒","10-12月","猎头","1.53887707116E12","http://www.1point3acres.com/bbs/thread-217902-1-1.html","2016","TrailItem"
"-","Greater Seattle Area","Okta","-","硕士","25/25/25/25","5-10年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Okta Seattle","glorywine","-","-","-","4-6月","网上海投","1.53887707149E12","http://www.1point3acres.com/bbs/thread-392294-1-1.html","2018","TrailItem"
"-","Greater Seattle Area","-","-","硕士","25","3-5年","在职跳槽","-","电路/电子/半导体类","全职","-","正在谈","IC (Individual Contributor 技术岗，不管人)","null","电子工程师的包裹 RSU是很少的","sennil","-","12000","-","7-9月","网上海投","1.538877073204E12","http://www.1point3acres.com/bbs/thread-431132-1-1.html","2018","TrailItem"
"-","BayArea","-","Facebook","本科","xxx","5-10年","在职跳槽","-","码农类General","全职","5","LinkedIn, Amazon","IC (Individual Contributor 技术岗，不管人)","null","FB E5","ssharry","-","xxx","-","1-3月","内推","1.538877073562E12","http://www.1point3acres.com/bbs/thread-363293-1-1.html","2018","TrailItem"
"-","国内其他地区","华为","-","博士","na","5-10年","在职跳槽","-","Other","全职","20","Amazon Lab 126","Other","null","非典型性offer-华为深圳20级","bigbird13","-","说是包括在签证费里了","No","10-12月","猎头","1.538877074223E12","http://www.1point3acres.com/bbs/thread-306003-1-1.html","2017","TrailItem"
"-","BayArea","-","Facebook","硕士","25% 25% 25% 25%","3-5年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","脸熟 E4 中间价","treeguard","-","-","-","4-6月","猎头","1.538877074342E12","http://www.1point3acres.com/bbs/thread-402043-1-1.html","2018","TrailItem"
"-","BayArea","-","Uber","硕士","25,25,25,25","3-5年","在职跳槽","入职6个月，如果要提前需要director签字","分析|数据科学类","全职","-","马上面Yelp","IC (Individual Contributor 技术岗，不管人)","null","Uber猎奇的岗位超小包","熊亮亮111","-","-","还在考虑","7-9月","网上海投","1.538877075726E12","http://www.1point3acres.com/bbs/thread-439696-1-1.html","2018","TrailItem"
"-","Greater Seattle Area","-","Facebook","博士","25","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","4","Apple， L","IC (Individual Contributor 技术岗，不管人)","null","fb标准包，求建议(西雅图vs湾区)","groundzyy1","-","-","-","1-3月","内推","1.538877075908E12","http://www.1point3acres.com/bbs/thread-378212-1-1.html","2018","TrailItem"
"-","BayArea","-","Google","博士","25 25 25 25","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","4","FL Pin","IC (Individual Contributor 技术岗，不管人)","null","骨骼 实习 回归包 （compete后）","Lcynthia","-","yes","满意，可能去","7-9月","实习ReturnOffer","1.538877076814E12","http://www.1point3acres.com/bbs/thread-312266-1-1.html","2017","TrailItem"
"-","美国其他地区","Ohio中小型IT公司","-","硕士","-","<3个月短暂实习/全职","fresh grad应届毕业生","抽到H1B之后","分析|数据科学类","全职","","-","-","null","OH小公司DS职位","chztony","-","-","已在工作","10-12月","实习ReturnOffer","1.538877078381E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=179818&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2016","TrailItem"
"-","Greater Seattle Area","-","Expedia","博士","0/30/30/40","1-3年","在职跳槽","-","分析|数据科学类","全职","2","casual","IC (Individual Contributor 技术岗，不管人)","null","seattle转行DS2包裹","codon","-","-","打算","7-9月","网上海投","1.538877078579E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=438294&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"None","Greater New York Area","Oscar Insurance","-","硕士","4 yr 25% each year","5-10年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Oscar保险","pbdpbd123","-","-","-","7-9月","猎头","1.538877078611E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=438358&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Microsoft","硕士","3.5 years","3个月-1年","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","巨硬return包","qwt185","-","5000","-","7-9月","实习ReturnOffer","1.538877079394E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=437621&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Airbnb","博士","25/25/25/25","5-10年","在职跳槽","-","分析|数据科学类","全职","5","Facebook Netflix Uber","IC (Individual Contributor 技术岗，不管人)","null","气床 l5 offer","jybxahu","-","-","maybe","4-6月","内推","1.538877079909E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=281921&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2016","TrailItem"
"-","BayArea","-","Facebook","博士","25%*4","<3个月短暂实习/全职","fresh grad应届毕业生","-","MachineLearningEng","全职","4","-","IC (Individual Contributor 技术岗，不管人)","null","FB PhD Return 全职","albers","-","-","-","7-9月","实习ReturnOffer","1.538877080814E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=437618&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater New York Area","IBM","-","硕士","-","1-3年","fresh grad应届毕业生","先抽h1b","分析|数据科学类","全职","7","-","IC (Individual Contributor 技术岗，不管人)","null","IBM STRATEGY CONSULTANT","lizzh03","-","2000","去","10-12月","Other","1.538877080946E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=357321&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2017","TrailItem"
"-","BayArea","-","Facebook","博士","25*4","3个月-1年","fresh grad应届毕业生","-","码农类General","全职","4","L","IC (Individual Contributor 技术岗，不管人)","null","FB research scientist - ML","2222","-","25K","Y","4-6月","内推","1.538877081832E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=405038&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","DC","Capital One","-","博士","-","1-3年","在职跳槽","-","统计类","全职","-","citi 120000","IC (Individual Contributor 技术岗，不管人)","null","发一个capital one offer","boboUCI","-","7500","满意 准备去","4-6月","网上海投","1.538877082102E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=431007&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"60K（target annual refresh)","Greater New York Area","沃尔玛 一个孵化器项目","-","硕士","25 25 25 25","5-10年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","放个包，求大家给意见。","pbdpbd123","-","-","低于现在。。。准备有其他offer后慢慢“商量”","7-9月","猎头","1.538877083245E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=434171&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"","","","","","","","","","","","","","","null","","null","","","","","","1.538877085366E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=436199&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","","TrailItem"
"-","BayArea","netflix","Facebook","硕士","25, 25, 25, 25","3-5年","在职跳槽","-","码农类General","全职","-","有netflix，twitter， pinterest offer","IC (Individual Contributor 技术岗，不管人)","null","求比较netflix和脸书offer","倒序浏览","-","n/a","TBD","7-9月","内推","1.53887708544E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=436036&extra=page%3D9%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
