"Data","DataType","PostID","_type"
"35000/year","Equity","348491","AjaxItem"
"130K","BaseSalary","348491","AjaxItem"
"15%","YearlyBonus","348491","AjaxItem"
"software engineer","Title","348491","AjaxItem"
"10k for first two years plus 13% each year","YearlyBonus","314411","AjaxItem"
"10k","SignBonus","314411","AjaxItem"
"10k LTIP over 3 years","Equity","314411","AjaxItem"
"125k","BaseSalary","314411","AjaxItem"
"SDE","Title","314411","AjaxItem"
"15%","YearlyBonus","353775","AjaxItem"
"0","SignBonus","353775","AjaxItem"
"185000","Equity","353775","AjaxItem"
"125000","BaseSalary","353775","AjaxItem"
"3","Title","353775","AjaxItem"
"15%","YearlyBonus","293244","AjaxItem"
"100k","SignBonus","293244","AjaxItem"
"620 GSU","Equity","293244","AjaxItem"
"140k","BaseSalary","293244","AjaxItem"
"Software Engineer","Title","293244","AjaxItem"
"N/A","YearlyBonus","342432","AjaxItem"
"58000 for 2 years","SignBonus","342432","AjaxItem"
"67shares","Equity","342432","AjaxItem"
"123000","BaseSalary","342432","AjaxItem"
"10%","YearlyBonus","355867","AjaxItem"
"SDE","Title","342432","AjaxItem"
"30k","SignBonus","355867","AjaxItem"
"75k","Equity","355867","AjaxItem"
"175k","BaseSalary","355867","AjaxItem"
"/","YearlyBonus","335112","AjaxItem"
"30000","SignBonus","335112","AjaxItem"
"4000rsu","Equity","335112","AjaxItem"
"125000","BaseSalary","335112","AjaxItem"
"SDE2","Title","335112","AjaxItem"
"157500","YearlyBonus","287488","AjaxItem"
"25000","SignBonus","287488","AjaxItem"
"6000","Equity","287488","AjaxItem"
"180000","BaseSalary","287488","AjaxItem"
"Senior Machine Learning Engineer","Title","287488","AjaxItem"
"约20000","YearlyBonus","344502","AjaxItem"
"-","SignBonus","344502","AjaxItem"
"约150000","Equity","344502","AjaxItem"
"110000","BaseSalary","344502","AjaxItem"
"entry-level","Title","344502","AjaxItem"
"0","YearlyBonus","308661","AjaxItem"
"50K","SignBonus","308661","AjaxItem"
"450K","Equity","308661","AjaxItem"
"150K","BaseSalary","308661","AjaxItem"
"N/A","YearlyBonus","336691","AjaxItem"
"N/A","SignBonus","336691","AjaxItem"
"N/A","Equity","336691","AjaxItem"
"25/hr","BaseSalary","336691","AjaxItem"
"Data Scientist Intern","Title","336691","AjaxItem"
"N/A","YearlyBonus","350364","AjaxItem"
"N/A","SignBonus","350364","AjaxItem"
"N/A","Equity","350364","AjaxItem"
"27/hr","BaseSalary","350364","AjaxItem"
"Software Engineer Intern","Title","350364","AjaxItem"
"20%","YearlyBonus","339194","AjaxItem"
"4w","SignBonus","339194","AjaxItem"
"...","Equity","339194","AjaxItem"
"13w","BaseSalary","339194","AjaxItem"
"SDE2","Title","339194","AjaxItem"
"15%","YearlyBonus","344149","AjaxItem"
"20","SignBonus","344149","AjaxItem"
"180","Equity","344149","AjaxItem"
"160","BaseSalary","344149","AjaxItem"
"research","Title","344149","AjaxItem"
"10%","YearlyBonus","322578","AjaxItem"
"10%","YearlyBonus","298830","AjaxItem"
"1st yr:26000 2nd yr: 20100","SignBonus","298830","AjaxItem"
"100RSU","Equity","298830","AjaxItem"
"118000","BaseSalary","298830","AjaxItem"
"SDE (不清楚I还是II)","Title","298830","AjaxItem"
"15%","YearlyBonus","319117","AjaxItem"
"30K","SignBonus","319117","AjaxItem"
"140K","Equity","319117","AjaxItem"
"136K","BaseSalary","319117","AjaxItem"
"T4","Title","319117","AjaxItem"
"15%","YearlyBonus","345479","AjaxItem"
"20k","SignBonus","345479","AjaxItem"
"215k","Equity","345479","AjaxItem"
"132k","BaseSalary","345479","AjaxItem"
"Software Engineer L4","Title","345479","AjaxItem"
"20%","YearlyBonus","297329","AjaxItem"
"20000","SignBonus","297329","AjaxItem"
"25000","Equity","297329","AjaxItem"
"124000","BaseSalary","297329","AjaxItem"
"61","Title","297329","AjaxItem"
"none","YearlyBonus","312909","AjaxItem"
"25K","SignBonus","312909","AjaxItem"
"4500 units","Equity","312909","AjaxItem"
"170K","BaseSalary","312909","AjaxItem"
"码农","Title","312909","AjaxItem"
"team based","YearlyBonus","342511","AjaxItem"
"20k","SignBonus","342511","AjaxItem"
"2800股","Equity","342511","AjaxItem"
"120k","BaseSalary","342511","AjaxItem"
"Member of Technical Staff","Title","342511","AjaxItem"
"none","YearlyBonus","222904","AjaxItem"
"70k","SignBonus","222904","AjaxItem"
"110","Equity","222904","AjaxItem"
"120k","BaseSalary","222904","AjaxItem"
"SDE II","Title","222904","AjaxItem"
"1.5k","YearlyBonus","344644","AjaxItem"
"0","SignBonus","344644","AjaxItem"
"0","Equity","344644","AjaxItem"
"10.5k","BaseSalary","344644","AjaxItem"
"New Grad","Title","344644","AjaxItem"
"Don’t know","YearlyBonus","331358","AjaxItem"
"35k/30k","SignBonus","331358","AjaxItem"
"59 shares","Equity","331358","AjaxItem"
"132k","BaseSalary","331358","AjaxItem"
"SDE","Title","331358","AjaxItem"
"20%","YearlyBonus","296184","AjaxItem"
"20k (这也是match了 亚马逊之后的数字， 也比亚马逊少)","SignBonus","296184","AjaxItem"
"25k (不是share, 是总价值), 原来是10k, 这是尝试match了亚马逊之后的股票数字","Equity","296184","AjaxItem"
"118000","BaseSalary","296184","AjaxItem"
"SDE (投的是2， 但是后面HR follow up 邮件都只说Software Engineer, 看package不像是SDE2)","Title","296184","AjaxItem"
"10%","YearlyBonus","320447","AjaxItem"
"50k","SignBonus","320447","AjaxItem"
"300K","Equity","320447","AjaxItem"
"150K","BaseSalary","320447","AjaxItem"
"4","Title","320447","AjaxItem"
"说有，offer里没写","YearlyBonus","310725","AjaxItem"
"25k","SignBonus","310725","AjaxItem"
"1M","Equity","310725","AjaxItem"
"180k","BaseSalary","310725","AjaxItem"
"Software Engineer","Title","310725","AjaxItem"
"5-20%","YearlyBonus","306700","AjaxItem"
"10000","SignBonus","306700","AjaxItem"
"7500","Equity","306700","AjaxItem"
"115000","BaseSalary","306700","AjaxItem"
"Software engineer","Title","306700","AjaxItem"
"40k 20% cash 80% stock","YearlyBonus","304749","AjaxItem"
"没有","SignBonus","304749","AjaxItem"
"9700 股 * 48 刀/股","Equity","304749","AjaxItem"
"147000","BaseSalary","304749","AjaxItem"
"SDE2","Title","304749","AjaxItem"
"Never heard of","YearlyBonus","327795","AjaxItem"
"20000","SignBonus","327795","AjaxItem"
"2800","Equity","327795","AjaxItem"
"120000","BaseSalary","327795","AjaxItem"
"New Grad","Title","327795","AjaxItem"
"10%","YearlyBonus","322088","AjaxItem"
"5k","SignBonus","322088","AjaxItem"
"6.5K","Equity","322088","AjaxItem"
"140K","BaseSalary","322088","AjaxItem"
"25","Title","322088","AjaxItem"
"10%","YearlyBonus","334953","AjaxItem"
"0","YearlyBonus","308804","AjaxItem"
"0","SignBonus","308804","AjaxItem"
"37500","Equity","308804","AjaxItem"
"115k","BaseSalary","308804","AjaxItem"
"SRE","Title","308804","AjaxItem"
"not mentioned","YearlyBonus","309306","AjaxItem"
"30000","SignBonus","309306","AjaxItem"
"5200 RSU = $260000","Equity","309306","AjaxItem"
"125000","BaseSalary","309306","AjaxItem"
"Member of Technical Staff (IC2)","Title","309306","AjaxItem"
"no","YearlyBonus","306812","AjaxItem"
"10k","SignBonus","306812","AjaxItem"
"100k","Equity","306812","AjaxItem"
"115k","BaseSalary","306812","AjaxItem"
"new grad","Title","306812","AjaxItem"
"15%","YearlyBonus","326349","AjaxItem"
"20K","SignBonus","326349","AjaxItem"
"100K","Equity","326349","AjaxItem"
"SDE","Title","326349","AjaxItem"
"120K","BaseSalary","326349","AjaxItem"
"20%","YearlyBonus","324418","AjaxItem"
"0","SignBonus","324418","AjaxItem"
"9000 options","Equity","324418","AjaxItem"
"Entry","Title","324418","AjaxItem"
"100k","Equity","307915","AjaxItem"
"165K","BaseSalary","324418","AjaxItem"
"15%","YearlyBonus","307915","AjaxItem"
"15k","SignBonus","307915","AjaxItem"
"116k","BaseSalary","307915","AjaxItem"
"T3","Title","307915","AjaxItem"
"15%","YearlyBonus","314367","AjaxItem"
"20k","SignBonus","314367","AjaxItem"
"400k","Equity","314367","AjaxItem"
"120k","BaseSalary","314367","AjaxItem"
"Software Engineer","Title","314367","AjaxItem"
"0","SignBonus","299958","AjaxItem"
"13.5k","YearlyBonus","299958","AjaxItem"
"0","Equity","299958","AjaxItem"
"131.5k","BaseSalary","299958","AjaxItem"
"new grad","Title","299958","AjaxItem"
"没有","YearlyBonus","321318","AjaxItem"
"15000 * 2年","SignBonus","321318","AjaxItem"
"36 Units 没懂什么意思","Equity","321318","AjaxItem"
"20%","YearlyBonus","318409","AjaxItem"
"0","SignBonus","318409","AjaxItem"
"0","Equity","318409","AjaxItem"
"125k","BaseSalary","318409","AjaxItem"
"quantitative associate","Title","318409","AjaxItem"
"23W","YearlyBonus","317009","AjaxItem"
"0","SignBonus","317009","AjaxItem"
"0","Equity","317009","AjaxItem"
"17W","BaseSalary","317009","AjaxItem"
"quant","Title","317009","AjaxItem"
"不知道","YearlyBonus","320429","AjaxItem"
"NULL","SignBonus","320429","AjaxItem"
"1500","Equity","320429","AjaxItem"
"126k","BaseSalary","320429","AjaxItem"
"Software Engineer","Title","320429","AjaxItem"
"15%","YearlyBonus","319097","AjaxItem"
"0","SignBonus","319097","AjaxItem"
"140k","Equity","319097","AjaxItem"
"13.6","BaseSalary","319097","AjaxItem"
"未知","Title","319097","AjaxItem"
"不知道","YearlyBonus","306833","AjaxItem"
"0","SignBonus","306833","AjaxItem"
"200k USD","Equity","306833","AjaxItem"
"130k USD","BaseSalary","306833","AjaxItem"
"不知道","Title","306833","AjaxItem"
"no fixed target bonus","YearlyBonus","318905","AjaxItem"
"0","SignBonus","318905","AjaxItem"
"200,000","Equity","318905","AjaxItem"
"160,000","BaseSalary","318905","AjaxItem"
"Software Engineer","Title","318905","AjaxItem"
"not clear","YearlyBonus","270098","AjaxItem"
"no","SignBonus","270098","AjaxItem"
"2500RSU/4y","Equity","270098","AjaxItem"
"110k","BaseSalary","270098","AjaxItem"
"Entry Level SDE","Title","270098","AjaxItem"
"1-20%","YearlyBonus","297798","AjaxItem"
"10k","SignBonus","297798","AjaxItem"
"6k","Equity","297798","AjaxItem"
"114500","BaseSalary","297798","AjaxItem"
"&quot;Mid-level SDE&quot;","Title","297798","AjaxItem"
"0","YearlyBonus","315948","AjaxItem"
"0-20%","YearlyBonus","311174","AjaxItem"
"20k","SignBonus","311174","AjaxItem"
"70k","Equity","311174","AjaxItem"
"108k","BaseSalary","311174","AjaxItem"
"Software Engineer","Title","311174","AjaxItem"
"N/A","YearlyBonus","190408","AjaxItem"
"20K","SignBonus","190408","AjaxItem"
"25K","Equity","190408","AjaxItem"
"115000","BaseSalary","190408","AjaxItem"
"Senior","Title","190408","AjaxItem"
"不知道","YearlyBonus","278378","AjaxItem"
"15k","SignBonus","278378","AjaxItem"
"25k","Equity","278378","AjaxItem"
"113k","BaseSalary","278378","AjaxItem"
"senior","Title","278378","AjaxItem"
"0-20","YearlyBonus","313930","AjaxItem"
"100k 2 years","SignBonus","313930","AjaxItem"
"250k 4 years","Equity","313930","AjaxItem"
"190000","BaseSalary","313930","AjaxItem"
"Sr. SDE","Title","313930","AjaxItem"
"10%","YearlyBonus","297957","AjaxItem"
"10%","YearlyBonus","286707","AjaxItem"
"15000","SignBonus","286707","AjaxItem"
"105000","Equity","286707","AjaxItem"
"132000","BaseSalary","286707","AjaxItem"
"ICT3","Title","286707","AjaxItem"
"None","YearlyBonus","316372","AjaxItem"
"15k","SignBonus","316372","AjaxItem"
"200k","Equity","316372","AjaxItem"
"160k","BaseSalary","316372","AjaxItem"
"SDE","Title","316372","AjaxItem"
"10%","YearlyBonus","296179","AjaxItem"
"None","SignBonus","296179","AjaxItem"
"12000 股  (大约198k?)","Equity","296179","AjaxItem"
"145000","BaseSalary","296179","AjaxItem"
"Software Engineer (具体Level不是很清楚)","Title","296179","AjaxItem"
"7.5%","YearlyBonus","293616","AjaxItem"
"15000","SignBonus","293616","AjaxItem"
"10000 shares","Equity","293616","AjaxItem"
"160000","BaseSalary","293616","AjaxItem"
"Software Engineer II","Title","293616","AjaxItem"
"40000","YearlyBonus","311742","AjaxItem"
"0","YearlyBonus","315677","AjaxItem"
"50 50","SignBonus","315677","AjaxItem"
"15w","Equity","315677","AjaxItem"
"14.5w","BaseSalary","315677","AjaxItem"
"SDE III","Title","315677","AjaxItem"
"10%","YearlyBonus","303423","AjaxItem"
"20000","SignBonus","303423","AjaxItem"
"$100000 option","Equity","303423","AjaxItem"
"135000","BaseSalary","303423","AjaxItem"
"Data engineer","Title","303423","AjaxItem"
"refresher based on performance","YearlyBonus","294379","AjaxItem"
"0","SignBonus","294379","AjaxItem"
"option worth 950k based on current growth (recruiter说的大饼)","Equity","294379","AjaxItem"
"165k","BaseSalary","294379","AjaxItem"
"SDE","Title","294379","AjaxItem"
"Undefined","YearlyBonus","189486","AjaxItem"
"20k","SignBonus","189486","AjaxItem"
"50k","Equity","189486","AjaxItem"
"110k","BaseSalary","189486","AjaxItem"
"ii","Title","189486","AjaxItem"
"10% no promised","YearlyBonus","249908","AjaxItem"
"10k","SignBonus","249908","AjaxItem"
"not sure","YearlyBonus","312647","AjaxItem"
"10","SignBonus","312647","AjaxItem"
"50","Equity","312647","AjaxItem"
"~110","BaseSalary","312647","AjaxItem"
"software engineer","Title","312647","AjaxItem"
"15%","YearlyBonus","313122","AjaxItem"
"10K","SignBonus","313122","AjaxItem"
"8600","Equity","313122","AjaxItem"
"120K","BaseSalary","313122","AjaxItem"
"Software Engineer I","Title","313122","AjaxItem"
"10%","YearlyBonus","314416","AjaxItem"
"30000","SignBonus","314416","AjaxItem"
"260000","Equity","314416","AjaxItem"
"155000","BaseSalary","314416","AjaxItem"
"senior data scientist","Title","314416","AjaxItem"
"12%","YearlyBonus","314687","AjaxItem"
"45000","SignBonus","314687","AjaxItem"
"150000","Equity","314687","AjaxItem"
"150000","BaseSalary","314687","AjaxItem"
"MTS","Title","314687","AjaxItem"
"8%","YearlyBonus","314664","AjaxItem"
"pending","SignBonus","314664","AjaxItem"
"40k","Equity","314664","AjaxItem"
"130k","BaseSalary","314664","AjaxItem"
"10%","YearlyBonus","313272","AjaxItem"
"NA","SignBonus","313272","AjaxItem"
"2000 RSU","Equity","313272","AjaxItem"
"11000","BaseSalary","313272","AjaxItem"
"UX Designer","Title","313272","AjaxItem"
"0","YearlyBonus","302762","AjaxItem"
"0","SignBonus","302762","AjaxItem"
"82K","Equity","302762","AjaxItem"
"100K","BaseSalary","302762","AjaxItem"
"SDE","Title","302762","AjaxItem"
"8000","YearlyBonus","305669","AjaxItem"
"N/A","SignBonus","305669","AjaxItem"
"N/A","Equity","305669","AjaxItem"
"104K","BaseSalary","305669","AjaxItem"
"senior data scientist","Title","305669","AjaxItem"
"0","YearlyBonus","311386","AjaxItem"
"50+41","SignBonus","311386","AjaxItem"
"145k","Equity","311386","AjaxItem"
"145k","BaseSalary","311386","AjaxItem"
"L5","Title","311386","AjaxItem"
"20% max","YearlyBonus","301594","AjaxItem"
"25k","SignBonus","301594","AjaxItem"
"15%","YearlyBonus","311985","AjaxItem"
"15K","SignBonus","311985","AjaxItem"
"50K","Equity","311985","AjaxItem"
"135K","BaseSalary","311985","AjaxItem"
"SDE2","Title","311985","AjaxItem"
"0","YearlyBonus","308688","AjaxItem"
"25k","SignBonus","308688","AjaxItem"
"~550k","Equity","308688","AjaxItem"
"155k","BaseSalary","308688","AjaxItem"
"4","Title","308688","AjaxItem"
"40000","YearlyBonus","311937","AjaxItem"
"-","SignBonus","311937","AjaxItem"
"-","Equity","311937","AjaxItem"
"145000","BaseSalary","311937","AjaxItem"
"associate","Title","311937","AjaxItem"
"N/A","YearlyBonus","308801","AjaxItem"
"10k","SignBonus","308801","AjaxItem"
"4 basis points","Equity","308801","AjaxItem"
"120k","BaseSalary","308801","AjaxItem"
"Software Engineer","Title","308801","AjaxItem"
"0","YearlyBonus","310097","AjaxItem"
"7.5% base","YearlyBonus","311336","AjaxItem"
"30k","SignBonus","311336","AjaxItem"
"60k","Equity","311336","AjaxItem"
"115k","BaseSalary","311336","AjaxItem"
"Graduate Developer","Title","311336","AjaxItem"
"0~20%","YearlyBonus","311239","AjaxItem"
"20K + 20K","SignBonus","311239","AjaxItem"
"75K","Equity","311239","AjaxItem"
"130K","BaseSalary","311239","AjaxItem"
"SDE","Title","311239","AjaxItem"
"unknown","YearlyBonus","307137","AjaxItem"
"40k","SignBonus","307137","AjaxItem"
"110k","Equity","307137","AjaxItem"
"140k","BaseSalary","307137","AjaxItem"
"-","Title","307137","AjaxItem"
"15%","YearlyBonus","170798","AjaxItem"
"0","SignBonus","170798","AjaxItem"
"250RSU/4yr","Equity","170798","AjaxItem"
"105k","BaseSalary","170798","AjaxItem"
"SWE1","Title","170798","AjaxItem"
"也没提","YearlyBonus","178883","AjaxItem"
"10,000","SignBonus","178883","AjaxItem"
"没提就","Equity","178883","AjaxItem"
"80,000","BaseSalary","178883","AjaxItem"
"SDE","Title","178883","AjaxItem"
"N/A","YearlyBonus","311645","AjaxItem"
"68000 50000","SignBonus","311645","AjaxItem"
"150k","Equity","311645","AjaxItem"
"50k + 10% (target)","YearlyBonus","310248","AjaxItem"
"25k","SignBonus","310248","AjaxItem"
"N/A","Equity","310248","AjaxItem"
"165k","BaseSalary","310248","AjaxItem"
"Sr AI Scientist","Title","310248","AjaxItem"
"N/A","YearlyBonus","307036","AjaxItem"
"10k","SignBonus","307036","AjaxItem"
"7500 ISO","Equity","307036","AjaxItem"
"120k","BaseSalary","307036","AjaxItem"
"Software Engineer","Title","307036","AjaxItem"
"N/A","YearlyBonus","310147","AjaxItem"
"15k","SignBonus","310147","AjaxItem"
"55k shares options","Equity","310147","AjaxItem"
"125k","BaseSalary","310147","AjaxItem"
"Software Engineer","Title","310147","AjaxItem"
"-","YearlyBonus","297918","AjaxItem"
"20k","SignBonus","297918","AjaxItem"
"100k","Equity","297918","AjaxItem"
"120k","BaseSalary","297918","AjaxItem"
"data mining engineer","Title","297918","AjaxItem"
"0 to 20 %","YearlyBonus","309495","AjaxItem"
"15000","SignBonus","309495","AjaxItem"
"70000","Equity","309495","AjaxItem"
"108000","BaseSalary","309495","AjaxItem"
"1","Title","309495","AjaxItem"
"NA","YearlyBonus","307022","AjaxItem"
"20k","SignBonus","307022","AjaxItem"
"2800 share","Equity","307022","AjaxItem"
"120k","BaseSalary","307022","AjaxItem"
"Software Engineer","Title","307022","AjaxItem"
"target 40k","YearlyBonus","309741","AjaxItem"
"0","SignBonus","309741","AjaxItem"
"8950 share","Equity","309741","AjaxItem"
"145k","BaseSalary","309741","AjaxItem"
"SE II","Title","309741","AjaxItem"
"30k + 20k","YearlyBonus","309197","AjaxItem"
"Not really","SignBonus","309197","AjaxItem"
"80K","Equity","309197","AjaxItem"
"15%","YearlyBonus","279503","AjaxItem"
"0","SignBonus","279503","AjaxItem"
"125k","Equity","279503","AjaxItem"
"165k","BaseSalary","279503","AjaxItem"
"smts","Title","279503","AjaxItem"
"15%","YearlyBonus","309085","AjaxItem"
"0","SignBonus","309085","AjaxItem"
"130","Equity","309085","AjaxItem"
"95k","BaseSalary","309085","AjaxItem"
"T3 SWE","Title","309085","AjaxItem"
"10-30%，一般20%","YearlyBonus","302553","AjaxItem"
"2w","SignBonus","302553","AjaxItem"
"12w","Equity","302553","AjaxItem"
"120k","BaseSalary","302553","AjaxItem"
"SDE","Title","302553","AjaxItem"
"15%","YearlyBonus","287866","AjaxItem"
"50000","SignBonus","287866","AjaxItem"
"375","Equity","287866","AjaxItem"
"15%","YearlyBonus","304309","AjaxItem"
"20000","SignBonus","304309","AjaxItem"
"100000","Equity","304309","AjaxItem"
"120000","BaseSalary","304309","AjaxItem"
"new grad","Title","304309","AjaxItem"
"stock形式 不确定","YearlyBonus","308304","AjaxItem"
"15k","SignBonus","308304","AjaxItem"
"9600 * 17 = 163k","Equity","308304","AjaxItem"
"140k","BaseSalary","308304","AjaxItem"
"new grad","Title","308304","AjaxItem"
"0","YearlyBonus","304022","AjaxItem"
"0","SignBonus","304022","AjaxItem"
"40000","Equity","304022","AjaxItem"
"130k","BaseSalary","304022","AjaxItem"
"SDE WEB","Title","304022","AjaxItem"
"0","YearlyBonus","305095","AjaxItem"
"18000 * 2 Year","SignBonus","305095","AjaxItem"
"16000","Equity","305095","AjaxItem"
"130000","BaseSalary","305095","AjaxItem"
"IT SDE I","Title","305095","AjaxItem"
"0","YearlyBonus","305764","AjaxItem"
"30000","SignBonus","305764","AjaxItem"
"15%","YearlyBonus","289148","AjaxItem"
"100k","SignBonus","289148","AjaxItem"
"380 (currently about $360k)","Equity","289148","AjaxItem"
"164k","BaseSalary","289148","AjaxItem"
"T4 / SWE","Title","289148","AjaxItem"
"40000","YearlyBonus","298918","AjaxItem"
"60000","SignBonus","298918","AjaxItem"
"600000","Equity","298918","AjaxItem"
"250000","BaseSalary","298918","AjaxItem"
"Manager","Title","298918","AjaxItem"
"15%","YearlyBonus","307392","AjaxItem"
"15k","SignBonus","307392","AjaxItem"
"100k","Equity","307392","AjaxItem"
"116k","BaseSalary","307392","AjaxItem"
"SWE","Title","307392","AjaxItem"
"(PSU)110k / 4yrs","YearlyBonus","307801","AjaxItem"
"5k","SignBonus","307801","AjaxItem"
"110K","Equity","307801","AjaxItem"
"120k","BaseSalary","307801","AjaxItem"
"entry","Title","307801","AjaxItem"
"10","YearlyBonus","288075","AjaxItem"
"35K","SignBonus","288075","AjaxItem"
"300K","Equity","288075","AjaxItem"
"170K","BaseSalary","288075","AjaxItem"
"senior","Title","288075","AjaxItem"
"10%","YearlyBonus","299810","AjaxItem"
"50k","SignBonus","299810","AjaxItem"
"300k","Equity","299810","AjaxItem"
"175k","BaseSalary","299810","AjaxItem"
"Senior","Title","299810","AjaxItem"
"10%, 15%, 20% quarterly","YearlyBonus","305872","AjaxItem"
"15000 三年","SignBonus","305872","AjaxItem"
"85000","BaseSalary","305872","AjaxItem"
"0","Equity","305872","AjaxItem"
"remote software engineer","Title","305872","AjaxItem"
"15%","YearlyBonus","307049","AjaxItem"
"100k","SignBonus","307049","AjaxItem"
"340k","Equity","307049","AjaxItem"
"136k","BaseSalary","307049","AjaxItem"
"0","YearlyBonus","301407","AjaxItem"
"25000","SignBonus","301407","AjaxItem"
"300000","Equity","301407","AjaxItem"
"170000","BaseSalary","301407","AjaxItem"
"senior","Title","301407","AjaxItem"
"15k","YearlyBonus","298288","AjaxItem"
"25k","SignBonus","298288","AjaxItem"
"0","Equity","298288","AjaxItem"
"135k","BaseSalary","298288","AjaxItem"
"Entry","Title","298288","AjaxItem"
"-","YearlyBonus","304715","AjaxItem"
"两年的signon","SignBonus","304715","AjaxItem"
"-","Equity","304715","AjaxItem"
"125k","BaseSalary","304715","AjaxItem"
"SDEII","Title","304715","AjaxItem"
"??","YearlyBonus","304884","AjaxItem"
"10k","SignBonus","304884","AjaxItem"
"44k","Equity","304884","AjaxItem"
"115k","BaseSalary","304884","AjaxItem"
"new grad","Title","304884","AjaxItem"
"don't know","YearlyBonus","305099","AjaxItem"
"35k+28k","SignBonus","305099","AjaxItem"
"100 shares","Equity","305099","AjaxItem"
"145k","BaseSalary","305099","AjaxItem"
"SDE-1","Title","305099","AjaxItem"
"0-20%","YearlyBonus","305274","AjaxItem"
"25k","SignBonus","305274","AjaxItem"
"130k","Equity","305274","AjaxItem"
"116k","BaseSalary","305274","AjaxItem"
"Software Engineer","Title","305274","AjaxItem"
"up to 12%","YearlyBonus","304625","AjaxItem"
"20,000","SignBonus","304625","AjaxItem"
"NA","Equity","304625","AjaxItem"
"105,000","BaseSalary","304625","AjaxItem"
"Specialist Data Science Track","Title","304625","AjaxItem"
"NA","YearlyBonus","279211","AjaxItem"
"62000 + 48000","SignBonus","279211","AjaxItem"
"-","YearlyBonus","304220","AjaxItem"
"10k","SignBonus","304220","AjaxItem"
"100k","Equity","304220","AjaxItem"
"115k","BaseSalary","304220","AjaxItem"
"new grad","Title","304220","AjaxItem"
"10%","YearlyBonus","204525","AjaxItem"
"10k","SignBonus","204525","AjaxItem"
"0","Equity","204525","AjaxItem"
"115000","BaseSalary","204525","AjaxItem"
"DS","Title","204525","AjaxItem"
"10%","YearlyBonus","299259","AjaxItem"
"15k","SignBonus","299259","AjaxItem"
"176","Equity","299259","AjaxItem"
"123K","BaseSalary","299259","AjaxItem"
"Senior engineer","Title","299259","AjaxItem"
"？","YearlyBonus","304753","AjaxItem"
"40","SignBonus","304753","AjaxItem"
"00","Equity","304753","AjaxItem"
"125","BaseSalary","304753","AjaxItem"
"450","Equity","303653","AjaxItem"
"0","YearlyBonus","195397","AjaxItem"
"25000","SignBonus","195397","AjaxItem"
"850K worth of RSU","Equity","195397","AjaxItem"
"175000","BaseSalary","195397","AjaxItem"
"Senior (5)","Title","195397","AjaxItem"
"N/A","YearlyBonus","290363","AjaxItem"
"35K","SignBonus","290363","AjaxItem"
"N/A","Equity","290363","AjaxItem"
"100K","BaseSalary","290363","AjaxItem"
"Analyst","Title","290363","AjaxItem"
"0","YearlyBonus","303043","AjaxItem"
"0","SignBonus","303043","AjaxItem"
"850k","Equity","303043","AjaxItem"
"170k","BaseSalary","303043","AjaxItem"
"Software Engineer","Title","303043","AjaxItem"
"N/A","YearlyBonus","199492","AjaxItem"
"5000","SignBonus","199492","AjaxItem"
"150K shares (strike price 2.99, current price 7.67)","Equity","199492","AjaxItem"
"160000","BaseSalary","199492","AjaxItem"
"10%","YearlyBonus","289149","AjaxItem"
"50k","SignBonus","289149","AjaxItem"
"300k","Equity","289149","AjaxItem"
"155k","BaseSalary","289149","AjaxItem"
"E4 / SWE","Title","289149","AjaxItem"
"10%","YearlyBonus","303188","AjaxItem"
"25K","SignBonus","303188","AjaxItem"
"160K","Equity","303188","AjaxItem"
"115K","BaseSalary","303188","AjaxItem"
"SWE","Title","303188","AjaxItem"
"10%","YearlyBonus","214708","AjaxItem"
"1.5k","SignBonus","214708","AjaxItem"
"60k","Equity","214708","AjaxItem"
"107k","BaseSalary","214708","AjaxItem"
"New Grad/Entry","Title","214708","AjaxItem"
"10k estimate","YearlyBonus","277769","AjaxItem"
"2000","SignBonus","277769","AjaxItem"
"20000","Equity","277769","AjaxItem"
"105000","BaseSalary","277769","AjaxItem"
"Software Engineer","Title","277769","AjaxItem"
"10%","YearlyBonus","289893","AjaxItem"
"100000","SignBonus","289893","AjaxItem"
"320000","Equity","289893","AjaxItem"
"140000","BaseSalary","289893","AjaxItem"
"Research scientist","Title","289893","AjaxItem"
"0-20%","YearlyBonus","301762","AjaxItem"
"10k","SignBonus","301762","AjaxItem"
"6k","Equity","301762","AjaxItem"
"108000","BaseSalary","301762","AjaxItem"
"Software Engineer","Title","301762","AjaxItem"
"10%","YearlyBonus","287786","AjaxItem"
"100K","SignBonus","287786","AjaxItem"
"240K","Equity","287786","AjaxItem"
"140K","BaseSalary","287786","AjaxItem"
"Research Scientist","Title","287786","AjaxItem"
"10%","YearlyBonus","280223","AjaxItem"
"0","SignBonus","280223","AjaxItem"
"30k","Equity","280223","AjaxItem"
"120k","BaseSalary","280223","AjaxItem"
"SDE","Title","280223","AjaxItem"
"15%","YearlyBonus","300984","AjaxItem"
"10000","SignBonus","300984","AjaxItem"
"5700 accelerated incentive unit","Equity","300984","AjaxItem"
"190000","BaseSalary","300984","AjaxItem"
"senior","Title","300984","AjaxItem"
"12%","YearlyBonus","298391","AjaxItem"
"10000","SignBonus","298391","AjaxItem"
"0","Equity","298391","AjaxItem"
"10000","BaseSalary","298391","AjaxItem"
"SDE1","Title","298391","AjaxItem"
"12%","YearlyBonus","301051","AjaxItem"
"10000","SignBonus","301051","AjaxItem"
"75000","Equity","301051","AjaxItem"
